REG;Région;DEP;CODCOM;Commune;CODFRAC_CAN;FRAC_CAN;Fraction cantonale;PMUN;PCAP;PTOT
75;Nouvelle-Aquitaine;64;422;Oloron-Sainte-Marie;15;6442215;Oloron-Sainte-Marie-2;3904;210;4114
75;Nouvelle-Aquitaine;64;445;Pau;18;6444518;Pau-1;26116;393;26509
75;Nouvelle-Aquitaine;64;445;Pau;19;6444519;Pau-2;19428;246;19674
75;Nouvelle-Aquitaine;64;445;Pau;20;6444520;Pau-3;15011;496;15507
75;Nouvelle-Aquitaine;64;445;Pau;21;6444521;Pau-4;18065;227;18292
76;Occitanie;65;286;Lourdes;05;6528605;Lourdes-1;6731;170;6901
76;Occitanie;65;286;Lourdes;06;6528606;Lourdes-2;6535;116;6651
76;Occitanie;65;440;Tarbes;10;6544010;Tarbes-1;14040;182;14222
76;Occitanie;65;440;Tarbes;11;6544011;Tarbes-2;14818;146;14964
76;Occitanie;65;440;Tarbes;12;6544012;Tarbes-3;15671;593;16264
76;Occitanie;66;136;Perpignan;06;6613606;Perpignan-1;28168;294;28462
76;Occitanie;66;136;Perpignan;07;6613607;Perpignan-2;15297;303;15600
76;Occitanie;66;136;Perpignan;08;6613608;Perpignan-3;14021;231;14252
76;Occitanie;66;136;Perpignan;09;6613609;Perpignan-4;24493;298;24791
76;Occitanie;66;136;Perpignan;10;6613610;Perpignan-5;22318;236;22554
76;Occitanie;66;136;Perpignan;11;6613611;Perpignan-6;16699;148;16847
44;Grand Est;67;372;Val-de-Moder;02;6737202;Bouxwiller;133;1;134
44;Grand Est;67;372;Val-de-Moder;13;6737213;Reichshoffen;4914;63;4977
44;Grand Est;67;482;Strasbourg;17;6748217;Strasbourg-1;49326;366;49692
44;Grand Est;67;482;Strasbourg;18;6748218;Strasbourg-2;44894;291;45185
44;Grand Est;67;482;Strasbourg;19;6748219;Strasbourg-3;51373;281;51654
44;Grand Est;67;482;Strasbourg;20;6748220;Strasbourg-4;44153;544;44697
44;Grand Est;67;482;Strasbourg;21;6748221;Strasbourg-5;40146;692;40838
44;Grand Est;67;482;Strasbourg;22;6748222;Strasbourg-6;61817;681;62498
44;Grand Est;68;066;Colmar;04;6806604;Colmar-1;38173;543;38716
44;Grand Est;68;066;Colmar;05;6806605;Colmar-2;29187;487;29674
44;Grand Est;68;224;Mulhouse;10;6822410;Mulhouse-1;39122;432;39554
44;Grand Est;68;224;Mulhouse;11;6822411;Mulhouse-2;39843;383;40226
44;Grand Est;68;224;Mulhouse;12;6822412;Mulhouse-3;25959;356;26315
27;Bourgogne-Franche-Comté;70;285;Héricourt;03;7028503;Héricourt-1;2460;40;2500
27;Bourgogne-Franche-Comté;70;285;Héricourt;04;7028504;Héricourt-2;8065;201;8266
27;Bourgogne-Franche-Comté;70;310;Lure;06;7031006;Lure-1;4567;116;4683
27;Bourgogne-Franche-Comté;70;310;Lure;07;7031007;Lure-2;3345;68;3413
27;Bourgogne-Franche-Comté;70;245;Fougerolles-Saint-Valbert;08;7024508;Luxeuil-les-Bains;248;4;252
27;Bourgogne-Franche-Comté;70;245;Fougerolles-Saint-Valbert;13;7024513;Saint-Loup-sur-Semouse;3529;120;3649
27;Bourgogne-Franche-Comté;70;550;Vesoul;15;7055015;Vesoul-1;5304;146;5450
27;Bourgogne-Franche-Comté;70;550;Vesoul;16;7055016;Vesoul-2;10002;625;10627
27;Bourgogne-Franche-Comté;71;014;Autun;01;7101401;Autun-1;7935;396;8331
27;Bourgogne-Franche-Comté;71;014;Autun;02;7101402;Autun-2;5209;567;5776
27;Bourgogne-Franche-Comté;71;076;Chalon-sur-Saône;05;7107605;Chalon-sur-Saône-1;10829;143;10972
27;Bourgogne-Franche-Comté;71;076;Chalon-sur-Saône;06;7107606;Chalon-sur-Saône-2;21280;713;21993
27;Bourgogne-Franche-Comté;71;076;Chalon-sur-Saône;07;7107607;Chalon-sur-Saône-3;12483;519;13002
27;Bourgogne-Franche-Comté;71;153;Le Creusot;12;7115312;Le Creusot-1;11730;193;11923
27;Bourgogne-Franche-Comté;71;153;Le Creusot;13;7115313;Le Creusot-2;8806;128;8934
27;Bourgogne-Franche-Comté;71;270;Mâcon;21;7127021;Mâcon-1;14307;196;14503
27;Bourgogne-Franche-Comté;71;270;Mâcon;22;7127022;Mâcon-2;20452;513;20965
52;Pays de la Loire;72;181;Le Mans;10;7218110;Le Mans-1;21128;407;21535
52;Pays de la Loire;72;181;Le Mans;11;7218111;Le Mans-2;16217;264;16481
52;Pays de la Loire;72;181;Le Mans;12;7218112;Le Mans-3;30352;736;31088
52;Pays de la Loire;72;181;Le Mans;13;7218113;Le Mans-4;21587;413;22000
52;Pays de la Loire;72;181;Le Mans;14;7218114;Le Mans-5;24874;520;25394
52;Pays de la Loire;72;181;Le Mans;15;7218115;Le Mans-6;22152;194;22346
52;Pays de la Loire;72;181;Le Mans;16;7218116;Le Mans-7;8872;130;9002
84;Auvergne-Rhône-Alpes;73;008;Aix-les-Bains;01;7300801;Aix-les-Bains-1;8927;151;9078
84;Auvergne-Rhône-Alpes;73;008;Aix-les-Bains;02;7300802;Aix-les-Bains-2;23248;371;23619
84;Auvergne-Rhône-Alpes;73;011;Albertville;03;7301103;Albertville-1;10377;303;10680
84;Auvergne-Rhône-Alpes;73;011;Albertville;04;7301104;Albertville-2;9329;237;9566
84;Auvergne-Rhône-Alpes;73;065;Chambéry;07;7306507;Chambéry-1;21557;681;22238
84;Auvergne-Rhône-Alpes;73;065;Chambéry;08;7306508;Chambéry-2;19049;525;19574
84;Auvergne-Rhône-Alpes;73;065;Chambéry;09;7306509;Chambéry-3;19645;351;19996
84;Auvergne-Rhône-Alpes;74;010;Annecy;01;7401001;Annecy-1;25841;346;26187
84;Auvergne-Rhône-Alpes;74;010;Annecy;02;7401002;Annecy-2;35891;913;36804
84;Auvergne-Rhône-Alpes;74;010;Annecy;03;7401003;Annecy-3;27936;671;28607
84;Auvergne-Rhône-Alpes;74;010;Annecy;16;7401016;Annecy-4;41604;929;42533
28;Normandie;76;217;Dieppe;07;7621707;Dieppe-1;17705;344;18049
28;Normandie;76;217;Dieppe;08;7621708;Dieppe-2;10894;124;11018
28;Normandie;76;351;Le Havre;14;7635114;Le Havre-1;38548;419;38967
28;Normandie;76;351;Le Havre;15;7635115;Le Havre-2;10357;96;10453
28;Normandie;76;351;Le Havre;16;7635116;Le Havre-3;23147;99;23246
28;Normandie;76;351;Le Havre;17;7635117;Le Havre-4;34598;250;34848
28;Normandie;76;351;Le Havre;18;7635118;Le Havre-5;31249;589;31838
28;Normandie;76;351;Le Havre;19;7635119;Le Havre-6;28563;414;28977
28;Normandie;76;681;Sotteville-lès-Rouen;27;7668127;Le Petit-Quevilly;7669;198;7867
28;Normandie;76;540;Rouen;28;7654028;Rouen-1;41742;629;42371
28;Normandie;76;540;Rouen;29;7654029;Rouen-2;36346;622;36968
28;Normandie;76;540;Rouen;30;7654030;Rouen-3;38243;271;38514
28;Normandie;76;575;Saint-Étienne-du-Rouvray;31;7657531;Saint-Étienne-du-Rouvray;22013;181;22194
28;Normandie;76;681;Sotteville-lès-Rouen;34;7668134;Sotteville-lès-Rouen;21370;249;21619
28;Normandie;76;575;Saint-Étienne-du-Rouvray;34;7657534;Sotteville-lès-Rouen;6640;59;6699
11;Île-de-France;78;646;Versailles;20;7864620;Versailles-1;62868;1387;64255
11;Île-de-France;78;646;Versailles;21;7864621;Versailles-2;21050;305;21355
75;Nouvelle-Aquitaine;79;191;Niort;10;7919110;Niort-1;20777;604;21381
75;Nouvelle-Aquitaine;79;191;Niort;11;7919111;Niort-2;19184;672;19856
75;Nouvelle-Aquitaine;79;191;Niort;12;7919112;Niort-3;20113;545;20658
32;Hauts-de-France;80;001;Abbeville;01;8000101;Abbeville-1;12114;295;12409
32;Hauts-de-France;80;001;Abbeville;02;8000102;Abbeville-2;10292;96;10388
32;Hauts-de-France;80;021;Amiens;06;8002106;Amiens-1;26328;151;26479
32;Hauts-de-France;80;021;Amiens;07;8002107;Amiens-2;15603;180;15783
32;Hauts-de-France;80;021;Amiens;08;8002108;Amiens-3;17360;96;17456
32;Hauts-de-France;80;021;Amiens;09;8002109;Amiens-4;12535;371;12906
32;Hauts-de-France;80;021;Amiens;10;8002110;Amiens-5;20131;458;20589
32;Hauts-de-France;80;021;Amiens;11;8002111;Amiens-6;23904;1084;24988
32;Hauts-de-France;80;021;Amiens;12;8002112;Amiens-7;18919;353;19272
76;Occitanie;81;004;Albi;01;8100401;Albi-1;16021;615;16636
76;Occitanie;81;004;Albi;02;8100402;Albi-2;12051;359;12410
76;Occitanie;81;004;Albi;03;8100403;Albi-3;9532;370;9902
76;Occitanie;81;004;Albi;04;8100404;Albi-4;13001;186;13187
76;Occitanie;81;060;Carmaux;05;8106005;Carmaux-1 Le Ségala;5927;90;6017
76;Occitanie;81;060;Carmaux;06;8106006;Carmaux-2 Vallée du Cérou;4000;68;4068
76;Occitanie;81;065;Castres;07;8106507;Castres-1;18228;472;18700
76;Occitanie;81;065;Castres;08;8106508;Castres-2;9889;456;10345
76;Occitanie;81;065;Castres;09;8106509;Castres-3;14583;429;15012
76;Occitanie;81;163;Mazamet;16;8116316;Mazamet-1;2393;27;2420
76;Occitanie;81;163;Mazamet;17;8116317;Mazamet-2 Vallée du Thoré;7730;386;8116
76;Occitanie;82;121;Montauban;06;8212106;Montauban-1;20349;467;20816
76;Occitanie;82;121;Montauban;07;8212107;Montauban-2;19993;604;20597
76;Occitanie;82;121;Montauban;08;8212108;Montauban-3;22145;490;22635
93;Provence-Alpes-Côte d'Azur;83;069;Hyères;02;8306902;La Crau;7952;83;8035
93;Provence-Alpes-Côte d'Azur;83;061;Fréjus;05;8306105;Fréjus;46074;533;46607
93;Provence-Alpes-Côte d'Azur;83;069;Hyères;08;8306908;Hyères;47432;773;48205
93;Provence-Alpes-Côte d'Azur;83;061;Fréjus;14;8306114;Saint-Raphaël;12425;299;12724
93;Provence-Alpes-Côte d'Azur;83;126;La Seyne-sur-Mer;16;8312616;La Seyne-sur-Mer-1;53062;560;53622
93;Provence-Alpes-Côte d'Azur;83;126;La Seyne-sur-Mer;17;8312617;La Seyne-sur-Mer-2;9843;135;9978
93;Provence-Alpes-Côte d'Azur;83;137;Toulon;19;8313719;Toulon-1;52697;325;53022
93;Provence-Alpes-Côte d'Azur;83;137;Toulon;20;8313720;Toulon-2;45864;341;46205
93;Provence-Alpes-Côte d'Azur;83;137;Toulon;21;8313721;Toulon-3;26895;419;27314
93;Provence-Alpes-Côte d'Azur;83;137;Toulon;22;8313722;Toulon-4;55378;616;55994
93;Provence-Alpes-Côte d'Azur;84;007;Avignon;02;8400702;Avignon-1;29097;357;29454
93;Provence-Alpes-Côte d'Azur;84;007;Avignon;03;8400703;Avignon-2;32921;631;33552
93;Provence-Alpes-Côte d'Azur;84;007;Avignon;04;8400704;Avignon-3;29742;428;30170
52;Pays de la Loire;85;191;La Roche-sur-Yon;12;8519112;La Roche-sur-Yon-1;25990;1805;27795
52;Pays de la Loire;85;191;La Roche-sur-Yon;13;8519113;La Roche-sur-Yon-2;28709;1023;29732
75;Nouvelle-Aquitaine;86;066;Châtellerault;02;8606602;Châtellerault-1;8494;208;8702
75;Nouvelle-Aquitaine;86;066;Châtellerault;03;8606603;Châtellerault-2;9442;195;9637
75;Nouvelle-Aquitaine;86;066;Châtellerault;04;8606604;Châtellerault-3;13169;293;13462
75;Nouvelle-Aquitaine;86;194;Poitiers;13;8619413;Poitiers-1;17487;399;17886
75;Nouvelle-Aquitaine;86;194;Poitiers;14;8619414;Poitiers-2;16220;736;16956
75;Nouvelle-Aquitaine;86;194;Poitiers;15;8619415;Poitiers-3;27309;718;28027
75;Nouvelle-Aquitaine;86;194;Poitiers;16;8619416;Poitiers-4;16659;267;16926
75;Nouvelle-Aquitaine;86;194;Poitiers;17;8619417;Poitiers-5;11797;116;11913
75;Nouvelle-Aquitaine;87;085;Limoges;08;8708508;Limoges-1;18999;245;19244
75;Nouvelle-Aquitaine;87;085;Limoges;09;8708509;Limoges-2;15306;123;15429
75;Nouvelle-Aquitaine;87;085;Limoges;10;8708510;Limoges-3;16210;164;16374
75;Nouvelle-Aquitaine;87;085;Limoges;11;8708511;Limoges-4;15913;98;16011
75;Nouvelle-Aquitaine;87;085;Limoges;12;8708512;Limoges-5;7816;466;8282
75;Nouvelle-Aquitaine;87;085;Limoges;13;8708513;Limoges-6;17555;296;17851
75;Nouvelle-Aquitaine;87;085;Limoges;14;8708514;Limoges-7;13498;171;13669
75;Nouvelle-Aquitaine;87;085;Limoges;15;8708515;Limoges-8;15642;277;15919
75;Nouvelle-Aquitaine;87;085;Limoges;16;8708516;Limoges-9;8815;65;8880
44;Grand Est;88;160;Épinal;05;8816005;Épinal-1;12985;428;13413
44;Grand Est;88;160;Épinal;06;8816006;Épinal-2;19311;864;20175
44;Grand Est;88;413;Saint-Dié-des-Vosges;13;8841313;Saint-Dié-des-Vosges-1;11482;254;11736
44;Grand Est;88;413;Saint-Dié-des-Vosges;14;8841314;Saint-Dié-des-Vosges-2;7842;201;8043
27;Bourgogne-Franche-Comté;89;024;Auxerre;01;8902401;Auxerre-1;8302;358;8660
27;Bourgogne-Franche-Comté;89;024;Auxerre;02;8902402;Auxerre-2;6611;156;6767
27;Bourgogne-Franche-Comté;89;024;Auxerre;03;8902403;Auxerre-3;9071;293;9364
27;Bourgogne-Franche-Comté;89;024;Auxerre;04;8902404;Auxerre-4;11252;292;11544
27;Bourgogne-Franche-Comté;89;387;Sens;16;8938716;Sens-1;16709;306;17015
27;Bourgogne-Franche-Comté;89;387;Sens;17;8938717;Sens-2;10566;220;10786
27;Bourgogne-Franche-Comté;90;010;Belfort;02;9001002;Belfort-1;15446;290;15736
27;Bourgogne-Franche-Comté;90;010;Belfort;03;9001003;Belfort-2;15819;258;16077
27;Bourgogne-Franche-Comté;90;010;Belfort;04;9001004;Belfort-3;14381;191;14572
11;Île-de-France;91;421;Montgeron;06;9142106;Draveil;6151;106;6257
11;Île-de-France;91;114;Brunoy;07;9111407;Épinay-sous-Sénart;5887;91;5978
11;Île-de-France;91;421;Montgeron;19;9142119;Vigneux-sur-Seine;17739;164;17903
11;Île-de-France;91;114;Brunoy;21;9111421;Yerres;19905;343;20248
11;Île-de-France;92;004;Asnières-sur-Seine;02;9200402;Asnières-sur-Seine;74612;493;75105
11;Île-de-France;92;012;Boulogne-Billancourt;04;9201204;Boulogne-Billancourt-1;65838;763;66601
11;Île-de-France;92;012;Boulogne-Billancourt;05;9201205;Boulogne-Billancourt-2;54367;423;54790
11;Île-de-France;92;025;Colombes;10;9202510;Colombes-1;76954;455;77409
11;Île-de-France;92;025;Colombes;11;9202511;Colombes-2;13738;140;13878
11;Île-de-France;92;026;Courbevoie;12;9202612;Courbevoie-1;51629;410;52039
11;Île-de-France;92;004;Asnières-sur-Seine;12;9200412;Courbevoie-1;16845;150;16995
11;Île-de-France;92;026;Courbevoie;13;9202613;Courbevoie-2;30316;192;30508
11;Île-de-France;92;050;Nanterre;19;9205019;Nanterre-1;66219;373;66592
11;Île-de-France;92;050;Nanterre;20;9205020;Nanterre-2;31900;253;32153
11;Île-de-France;93;029;Drancy;04;9302904;Le Blanc-Mesnil;7593;23;7616
11;Île-de-France;93;008;Bobigny;05;9300805;Bobigny;52530;131;52661
11;Île-de-France;93;008;Bobigny;06;9300806;Bondy;2740;3;2743
11;Île-de-France;93;029;Drancy;08;9302908;Drancy;63719;217;63936
11;Île-de-France;93;031;Épinay-sur-Seine;09;9303109;Épinay-sur-Seine;22392;69;22461
11;Île-de-France;93;048;Montreuil;12;9304812;Montreuil-1;46193;253;46446
11;Île-de-France;93;048;Montreuil;13;9304813;Montreuil-2;64565;322;64887
11;Île-de-France;93;066;Saint-Denis;16;9306616;Saint-Denis-1;72614;236;72850
11;Île-de-France;93;066;Saint-Denis;17;9306617;Saint-Denis-2;42623;583;43206
11;Île-de-France;93;031;Épinay-sur-Seine;18;9303118;Saint-Ouen-sur-Seine;31172;66;31238
11;Île-de-France;94;017;Champigny-sur-Marne;03;9401703;Champigny-sur-Marne-1;52594;214;52808
11;Île-de-France;94;017;Champigny-sur-Marne;04;9401704;Champigny-sur-Marne-2;25773;91;25864
11;Île-de-France;94;052;Nogent-sur-Marne;05;9405205;Charenton-le-Pont;987;8;995
11;Île-de-France;94;078;Villeneuve-Saint-Georges;06;9407806;Choisy-le-Roi;22861;78;22939
11;Île-de-France;94;028;Créteil;07;9402807;Créteil-1;47428;202;47630
11;Île-de-France;94;028;Créteil;08;9402808;Créteil-2;45431;227;45658
11;Île-de-France;94;080;Vincennes;09;9408009;Fontenay-sous-Bois;9004;58;9062
11;Île-de-France;94;052;Nogent-sur-Marne;14;9405214;Nogent-sur-Marne;32011;258;32269
11;Île-de-France;94;068;Saint-Maur-des-Fossés;17;9406817;Saint-Maur-des-Fossés-1;62854;711;63565
11;Île-de-France;94;068;Saint-Maur-des-Fossés;18;9406818;Saint-Maur-des-Fossés-2;13156;161;13317
11;Île-de-France;94;078;Villeneuve-Saint-Georges;21;9407821;Villeneuve-Saint-Georges;13309;39;13348
11;Île-de-France;94;080;Vincennes;23;9408023;Vincennes;39364;415;39779
11;Île-de-France;94;081;Vitry-sur-Seine;24;9408124;Vitry-sur-Seine-1;48003;257;48260
11;Île-de-France;94;081;Vitry-sur-Seine;25;9408125;Vitry-sur-Seine-2;47279;222;47501
11;Île-de-France;95;018;Argenteuil;01;9501801;Argenteuil-1;11208;31;11239
11;Île-de-France;95;018;Argenteuil;02;9501802;Argenteuil-2;60686;181;60867
11;Île-de-France;95;018;Argenteuil;03;9501803;Argenteuil-3;35241;216;35457
11;Île-de-France;95;127;Cergy;04;9512704;Cergy-1;50027;199;50226
11;Île-de-France;95;127;Cergy;05;9512705;Cergy-2;19551;188;19739
01;Guadeloupe;971;101;Les Abymes;01;9710101;Les Abymes-1;15119;161;15280
01;Guadeloupe;971;101;Les Abymes;02;9710102;Les Abymes-2;20586;136;20722
01;Guadeloupe;971;113;Le Gosier;03;9711303;Les Abymes-3;3720;23;3743
01;Guadeloupe;971;101;Les Abymes;03;9710103;Les Abymes-3;16055;128;16183
01;Guadeloupe;971;103;Baie-Mahault;04;9710304;Baie-Mahault-1;19294;226;19520
01;Guadeloupe;971;103;Baie-Mahault;05;9710305;Baie-Mahault-2;11649;197;11846
01;Guadeloupe;971;118;Petit-Bourg;05;9711805;Baie-Mahault-2;12332;143;12475
01;Guadeloupe;971;113;Le Gosier;08;9711308;Le Gosier;23485;210;23695
01;Guadeloupe;971;118;Petit-Bourg;13;9711813;Petit-Bourg;11967;88;12055
01;Guadeloupe;971;128;Sainte-Anne;16;9712816;Saint-François;3781;58;3839
01;Guadeloupe;971;128;Sainte-Anne;17;9712817;Sainte-Anne;20634;167;20801
01;Guadeloupe;971;106;Bouillante;18;9710618;Sainte-Rose-1;2518;45;2563
01;Guadeloupe;971;129;Sainte-Rose;18;9712918;Sainte-Rose-1;2828;40;2868
01;Guadeloupe;971;129;Sainte-Rose;19;9712919;Sainte-Rose-2;14666;166;14832
01;Guadeloupe;971;106;Bouillante;21;9710621;Vieux-Habitants;3863;45;3908
04;La Réunion;974;413;Saint-Leu;01;9741301;L'Étang-Salé;4967;61;5028
04;La Réunion;974;409;Saint-André;04;9740904;Saint-André-1;9582;75;9657
04;La Réunion;974;409;Saint-André;05;9740905;Saint-André-2;38299;332;38631
04;La Réunion;974;409;Saint-André;06;9740906;Saint-André-3;9665;84;9749
04;La Réunion;974;410;Saint-Benoît;07;9741007;Saint-Benoît-1;21323;195;21518
04;La Réunion;974;410;Saint-Benoît;08;9741008;Saint-Benoît-2;16262;122;16384
04;La Réunion;974;411;Saint-Denis;09;9741109;Saint-Denis-1;44293;387;44680
04;La Réunion;974;411;Saint-Denis;10;9741110;Saint-Denis-2;34375;379;34754
04;La Réunion;974;411;Saint-Denis;11;9741111;Saint-Denis-3;40060;393;40453
04;La Réunion;974;411;Saint-Denis;12;9741112;Saint-Denis-4;37421;366;37787
04;La Réunion;974;412;Saint-Joseph;13;9741213;Saint-Joseph;28555;273;28828
04;La Réunion;974;413;Saint-Leu;14;9741314;Saint-Leu;30630;392;31022
04;La Réunion;974;414;Saint-Louis;15;9741415;Saint-Louis-1;29544;358;29902
04;La Réunion;974;414;Saint-Louis;16;9741416;Saint-Louis-2;24934;318;25252
04;La Réunion;974;415;Saint-Paul;17;9741517;Saint-Paul-1;34057;305;34362
04;La Réunion;974;415;Saint-Paul;18;9741518;Saint-Paul-2;35505;417;35922
04;La Réunion;974;415;Saint-Paul;19;9741519;Saint-Paul-3;36658;559;37217
04;La Réunion;974;416;Saint-Pierre;20;9741620;Saint-Pierre-1;35533;411;35944
04;La Réunion;974;416;Saint-Pierre;21;9741621;Saint-Pierre-2;38115;364;38479
04;La Réunion;974;412;Saint-Joseph;22;9741222;Saint-Pierre-3;10437;276;10713
04;La Réunion;974;416;Saint-Pierre;22;9741622;Saint-Pierre-3;11606;111;11717
04;La Réunion;974;422;Le Tampon;24;9742224;Le Tampon-1;41316;344;41660
04;La Réunion;974;422;Le Tampon;25;9742225;Le Tampon-2;40648;567;41215
