video_id,video_title,published_at,channel_id,view_count,like_count,comment_count,has_captions,category,tags
ABiUXaLYP3A,UN PILLAGE FRANÇAIS #1 : L'aéroport de Toulouse,2019-07-18T15:45:44Z,UC9hHeywcPBnLglqnQRaNShQ,77340,6999,659,false,Entertainment,aéroport|adp|aéroport de paris|référendum|pillage|france|chinois|vente|bradage|grande braderie|qatar|macron|lemaire|de rugy|état|privatisation|protectionisme|vincy|accord secret|mensonge|casil europe|arnaque|redevance|barrage|autoroutes|péage|français|tatiana ventôse|un pillage français|coralie delaume|cayla|rip|ric|toulouse-blagnac|mauduit|médiapart|scandale|actionnaires|dividendes|occitanie
_pw_D3twQ0o,VERS UNE PÉNURIE DE MÉDICAMENTS ?,2019-07-11T15:30:00Z,UC9hHeywcPBnLglqnQRaNShQ,63465,5003,647,false,Entertainment,médicament|pénurie|rupture|stock|spéculation|industrie|pharmaceutique|buzyn|sécurité sociale|médecin|parkinson|malade|docteur|bicnu|civica|rx|pharmacie|manque|risque|mort|solution|consortium|relocaliser|délocalisation|usine|fabrication|macron|mélenchon|ruffin|marine le pen|indépendance|france|souveraineté|monopole|Martin Shkreli|mondialisation|ue
lam5QHOA5tQ,UE-MERCOSUR : LES ENJEUX DU TRAITÉ,2019-07-04T16:04:55Z,UC9hHeywcPBnLglqnQRaNShQ,58487,4962,680,false,Entertainment,mercosur|agriculture|paysan|nourriture|libre-échange|ue|union européenne|france|souveraineté|suicide|industriel|amazonie|bolsonaro|trump|protectionisme|idéologie|starship|traité|ceta|ttip|canada|europe|marché|bovin|éleveur|dette|ruiné|écologiste|marche pour le climat|jadot|nicolas hulot|macron|effondrement|bac 2019|bug instagram|stranger things
Qc8mBr5C7wc,DÉCRYPTAGE DE LA RÉFORME DU CHÔMAGE,2019-06-27T16:14:41Z,UC9hHeywcPBnLglqnQRaNShQ,84536,6259,852,false,Entertainment,chomage|chomeur|précarité|étudiant|petit|job|candidature|cv|entretien|embauche|offre|pole emploi|pénicaud|réforme|indemnisation|tuto|nouvelles mesures|macron|chômage|france|pauvre|travailleur|assurance chômage|robot|futur|emploi|travail|senior|mac donald's|amazon|carrefour|interim|tatiana ventôse|parasites|bong joon ho|patron|attente|précaire|cdd|cdi|cadre|indemnité|baisse|hausse|lapsus|usul|entre guillemets
euJHZKj1hXo,PERPIGNAN-RUNGIS : DES CAMIONS À LA PLACE DES TRAINS ?,2019-06-23T08:10:29Z,UC9hHeywcPBnLglqnQRaNShQ,45542,4187,342,false,Entertainment,rungis|perpignan|ligne|train|primeur|camion|poid lourd|pollution|air|embouteillage|route|planète|climat|dérèglement|effondrement|pétrole|taxe|voiture|gilets jaunes|carbone|hypocrisie|culpabilisation|écologiste|jean vincent placé|de rugis|make our planet great again|macron|grenelle|cop 21|animaux|protection|petits gestes|quotidien|nicolas hulot|lobby|lobbies|sncf|tatiana ventose|mr mondialisation|feuillage|on est pret|partager c'est sympa
XvRkW4y8m7w,AÉROPORTS : COMMENT EMPÊCHER UNE ARNAQUE D'ÉTAT,2019-06-20T15:18:17Z,UC9hHeywcPBnLglqnQRaNShQ,50818,4685,554,false,Entertainment,aéroport|référendum|bug|site|plateforme|pétition|adp|privatisation|sabotage|vinci|autoroute|pillage|france|bradage|finance|dividende|libéraux|traitre|ue|avion|air france|milliards|péage|augmentation|tarif|hausse|dette|gouvernement|macron|gilets jaunes|gj|acte|referendum|bac|résultats|révision|match
mb7fH-usrBs,UN RÉFÉRENDUM POUR NOS AÉROPORTS ?,2019-05-31T08:30:00Z,UC9hHeywcPBnLglqnQRaNShQ,53143,4159,441,false,Entertainment,aéroport|adp|braderie|pillage|france|français|arabie saoudite|macron|privatisation|edf|gdf|engie|la française des jeux|redevance|autoroute|tarif|prix|hausse|pouvoir d'achat|gilets jaunes|péage|augmentation|vinci|édouard philippe|bruno le maire|tatiana ventôse|on a infiltré la commission|ue|référendum|de paris|orly|roissy|rip|sénat|privé|ric|referendum
_JKKgy4NOWc,ON A INFILTRÉ LA COMMISSION EUROPÉENNE,2019-05-21T16:26:24Z,UC9hHeywcPBnLglqnQRaNShQ,358761,16616,4855,false,Entertainment,union européenne|élection|commission|fake news|désinformation|obama|démocratie|liberté|youtuber|politique|europe|juncker|évasion fiscale|luxleaks|reportage|élise lucet|cash investigation|investigation|les coulisses|france|souveraineté|game of thrones|exclusif|scandale|censure|usul|je suis pas content|ue|urss|1984|orwell|dictature|thinkerview|vincent lapierre
jSic9tOJaS0,[ TEASER ] : ON A INFILTRÉ LA COMMISSION EUROPÉENNE,2019-05-16T18:53:35Z,UC9hHeywcPBnLglqnQRaNShQ,11901,725,77,false,Entertainment,union européenne|élection|ue|vote|asselineau|upr|juncker|bruxelles|moscovici|ceta|migrants|europe|macron|26 mai|commission européenne|dumping|teaser|influenceur|youtuber|propagande|rt|russia today|marianne|polony|coulisses|lobby|castaner|nadine morano|reportage|exclu|thinkerview|marine le pen|mélenchon|france insoumise|ruffin|bilal hassani|game of thrones|pokemon détective
I3kGufA1ZQo,FRANCE TÉLÉCOM : LE MANAGEMENT ABSURDE,2019-05-09T18:36:55Z,UC9hHeywcPBnLglqnQRaNShQ,74513,4497,455,false,Entertainment,orange|france télécom|france telecom|procès|france|ordonnances|macron|pénicaud|harcèlement moral|didier lombard|syndicat|ghosn|japon|prison|financier|cac 40|multinationale|bankster|délinquant|barberot|management|next|crash|départs|licenciement|libéralisme|économie|logique|psychologie|travail|maladie|burn out|burn-out|épuisement|manager|privatisation|aéroport|française des jeux|autoroute|nation|marine le pen|mélenchon|mobile|réseau|forfait|métier|sens|loi travail
adkH24kxeGA,ANNONCES DE MACRON : POUDRE DE PERLIMPINPIN ?,2019-05-03T08:52:15Z,UC9hHeywcPBnLglqnQRaNShQ,69827,4542,489,false,Entertainment,macron|conférence de presse|france|adp|aéroport|françaises des jeux|impôts|annonces|gilets jaunes|acte|gj|gouvernement|edouard philippe|manipulation|propagande|corée du nord|bfmtv|retraite|hôpitaux|fermeture|rural|campagne|1er mai|union européenne|ue|effondrement|tatiana ventôse|lerm|nadine morano|schiappa|sibeth|darmanin|je suis pas content|dette|redevance|télé|hanouna|prank|taylor swift|game of thrones|nouvel épisode
itQWkAIKeZg,NOTRE-DAME EN FLAMMES : POURQUOI NOUS SOMMES TRISTES ?,2019-04-18T16:30:08Z,UC9hHeywcPBnLglqnQRaNShQ,52423,2791,725,false,Entertainment,notre dame|paris|france|incendie|français|tristesse|choc|victor hugo|architecture|batisseur|destruction|histoire|de gaulle|napoléon|philippe bel|chrétieneté|jésus|cathédrale|assassin creed's|pompier|rebatir|reconstruction|notre-dame|notre dame de paris|momument de france|compagnon|charpentier|ouvrier|artisan|tatiana ventôse
YU0c_DcfOOQ,"AÉROPORTS BRADÉS, U.E ANTIDÉMOCRATIQUE ? Coralie Delaume & David Cayla",2019-04-14T08:30:02Z,UC9hHeywcPBnLglqnQRaNShQ,38537,1773,427,false,Entertainment,union européenne|ue|élections|macron|coralie delaume|david cayla|juncker|junker|barroso|commission|allemagne|moscovici|merkel|europe|économie|aéroport de paris|adp|vente|bradarie|le bon coin|française des jeux|engie|barrage|électrique|edf|service public|démocratie|ric|gilets jaunes|débat|grand|mascarade|manipulation|propagande|frexit|brexit|lettre|usa|trump|russie|poutine|angleterre|antidémocratie|didacture|européenne|Aya Nakamura|le roi lion
soxCiD_af2s,MATERNITÉS : LA GRANDE RÉGRESSION,2019-04-11T17:46:43Z,UC9hHeywcPBnLglqnQRaNShQ,34316,2928,307,false,Entertainment,maternités|maternité|die|saint claude|fermeture|fermée|fermées|austérité|macron|agnès buzyn|personnel|burnout|burn out|hopital|hôpital|dette|réduction|france|campagne|rural|fausse couche|manque|médecin|pénurie|naissance|natalité|tatiana ventôse|gilets jaunes|gilet jaune|gj|castaner|mélenchon|assange|marine le pen|santé|bernay|indre|accouchement|mère|parents|bébé|sage femme|Aya Nakamura|le roi lion|désertification
yKUpkwWmjZ0,CATASTROPHE DE BRÉTIGNY : NOUVELLES RÉVÉLATIONS,2019-04-05T15:00:13Z,UC9hHeywcPBnLglqnQRaNShQ,57658,4117,302,false,Entertainment,sncf|voyage|bretigny|scandale|révélations|le parisien|caché|macron|guillaume pépy|cheminots|grève|ter|lignes fermées|gare fermée|dette|accident|vétusté|austérité|déficit|darmanin|gilet jaune|gilets jaunes|gj|acte|censure|médias|bfmtv|bfm|bercy|coupes budgétaires|3%|catastrophe|réseau|vacances|sécurité|danger|retard|entretien|manque|réduction|effectifs|pdg|manipulation|france|tatiana ventose
e92pA37Iro8,"CROISSANCE, DÉFICIT : LA FRANCE VA-T-ELLE MIEUX ?",2019-03-28T19:28:22Z,UC9hHeywcPBnLglqnQRaNShQ,51086,4107,252,false,Entertainment,déficit|croissance|économie|macron|pib|drogue|trafic|bruno le maire|darmanin|rtl|relance|économique|bfmtv|tatiana ventôse|retraité|csg|isf|milliardaires|fuite|france|marijuana|libéral|pouvoir d'achat|amazon|tarif|prix|expert|propagande
78I2jHKK-iA,NOS AÉROPORTS BRADÉS : LE PROJET FOU DE L'ÉTAT,2019-03-15T09:30:00Z,UC9hHeywcPBnLglqnQRaNShQ,63988,5112,580,false,Entertainment,adp|aéroport|voyage|paris|vente|cac40|bourse|privatisation|macron|gilet jaune|gilets jaunes|gj|avion|air france|tatiana ventôse|service public|dette|la française des jeux|engie|70 ans
IclVAxf81cs,UNION EUROPEENNE : PROTECTION OU PRISON ?,2019-03-08T10:28:16Z,UC9hHeywcPBnLglqnQRaNShQ,69964,5073,717,false,Entertainment,ue|union européenne|élections|macron|lettre|salvini|marine le pen|mélenchon|europe|juncker|monsanto|glyphosate|corruption|lobby|lobbies|lobbying|bruxelles|parlement européen|commission|jean quatremer|jacques atteli|progrès|irréversible|bhl|aphatie|gilets jaunes|gilet jaune|démocratie|chouard|tatiana ventôse
EqI8_33b2bo,SDF : QUELLES RÉPONSES POLITIQUES ?,2019-03-04T15:21:12Z,UC9hHeywcPBnLglqnQRaNShQ,57841,4420,402,false,Entertainment,sdf|sans abris|sans toit|les restos du coeur|logement|loyer|cher|pas|paris|lyon|marseille|froid|femmes|enfants|famille|dehors|rue|associations|macron|édouard philippe|coluche|Blanquefort|usine|ford|ouvriers|rbnb|tatiana ventôse|maraude|hotel|expulsion|dette|divorcé|travailleurs|travailleur|voiture|extrême pauvreté|gilets jaunes|gilet jaune|gj|acte 17
hbZ-cq6hPsk,AIR FRANCE-KLM : TOUT COMPRENDRE À L'AFFAIRE,2019-03-01T14:34:07Z,UC9hHeywcPBnLglqnQRaNShQ,84282,5634,663,false,Entertainment,air france|klm|macron|france|autoroute|aéroport|privatisation|sncf|train|billet|voyage|low cost|bourse|action|nation|barrage hydrolique|bruno le maire|hollande|actions|adp|personnel|cac40|tatiana ventôse|mélenchon|marine le pen|gilets jauns|gilet jaune
XZJiCb24WXs,LES GILETS JAUNES : ANTISÉMITES ?,2019-02-21T21:04:04Z,UC9hHeywcPBnLglqnQRaNShQ,95243,5286,1073,true,Entertainment,gilets jaunes|acte 14|acte 15|censure|gilet jaune|finkielkraut|antisémite|juif|paris|violences|macron|mélenchon|ps|hollande|sarkozy|ue|brexit|frexit|migrants|écologie|on est prêt|marine le pen|bfmtv|castaner|propagande|griveaux|bhl|aphatie|cohn bendit|praud|manipulation|mouvement|drouet|fly rider|france|toulouse|lyon|marseille|police|crs|islamistes|musulman|racisme|antisémitisme|contre|harlem désir|grand débat
fhAlLyQhSgY,VIOLENCE VS GILETS JAUNES : JUSQU'OÙ IRA MACRON ?,2019-02-15T11:50:50Z,UC9hHeywcPBnLglqnQRaNShQ,124731,8030,917,true,Entertainment,gilets jaunes|censure|macron|violences|police|crs|flash ball|bfmtv|gilet jaune|gj|acte 12|acte 13|acte 14|marine le pen|mélenchon|manque de moyen|suicide|victime|jérôme rodrigues|jérome|rodriguez|tir|lbd|David Dufresne|précarité|pauvreté|pauvre|démocratie|liberté|loi anti casseur|tatiana ventôse|répression|policière|castaner|édouard philippe|collomb
TYGLhd0o3BI,JUSTICE FISCALE : UN ENJEU MAJEUR,2019-02-07T16:30:00Z,UC9hHeywcPBnLglqnQRaNShQ,66786,4707,338,false,Entertainment,gilets jaunes|macron|impôts|censure|justice fiscale|taxes|csg|isf|ifi|exilés fiscaux|premiers de cordée|ruissellement|riche|millionnaire|exil|fiscal|bercy|darmanin|édouard philippe|grand débat|média|économie|libéraux|mensonge|tva|première nécessité|retraité|misère|pauvre|pauvreté|faim|manger|france|inégalité|gilet jaune|acte 13|paris|manifestation|marche|tatiana ventôse|optimisation|gafa|niches fiscales
ovS-ZQlYqfE,« GRAND DÉBAT » : POURQUOI C'EST UNE ARNAQUE ?,2019-01-25T10:33:38Z,UC9hHeywcPBnLglqnQRaNShQ,143490,9172,1082,false,Entertainment,macron|grand débat|gilets jaunes|doléances|maire|propagande|média|bfmtv|darmanin|schiappa|hanouna|président|macron démission|acte|gilet jaune|violences|censure|manipulation|impôt|taxe|carburant|prix|tarif|augmentation|hausse|france|marine le pen|mélenchon|tatiana ventôse|manifestation|tpmp|grand débat national
X04LbsmXSLA,LE DÉCRET ANTI-CHÔMEUR DONT PERSONNE NE PARLE,2019-01-17T16:30:01Z,UC9hHeywcPBnLglqnQRaNShQ,143588,8542,1091,false,Entertainment,chômage|macron|gilets jaunes|censure|médias|bfmtv|cible|anti chômeur|travail|crise|sarkozy|wauquiez|aurore bergé|france|industrie|délocalisation|pays|perte d'emplois|suicide|répression|sanction|décret|gouvernement|philippe édouard|tatiana ventôse|scandale|chômeur|chomeur|chomage|recherche|emploi
WxqJ_X_t7Yk,MACRON : LA STRATÉGIE DU CHAOS ?,2019-01-11T11:18:38Z,UC9hHeywcPBnLglqnQRaNShQ,164287,11491,1173,false,Entertainment,gilets jaunes|boxeur|crs|vs|Christophe Dettinger|macron|dictature|mélenchon|marien le pen|france|français|acte 8|acte 9|2019|voeux|tatiana ventôse|violence|censure|gouvernement|griveaux|répression|média|bfmtv|solidarité|manifestation|marseille|toulouse|paris|brest|caen|chaos|démocratie|ric|gilet jaune
uznA4jHLge0,PACTE DE MARRAKECH : POURQUOI TOUT LE MONDE S'ENGUEULE ?,2018-12-20T16:30:00Z,UC9hHeywcPBnLglqnQRaNShQ,120694,4185,1320,true,Entertainment,immigration|pacte|migration|marrakech|onu|invasion|complot|censure|union européenne|macron|migrants|évasion|grand remplacement|sécurité|terrorisme|marine le pen|wauquiez|mélenchon|gilets jaunes|droits|devoirs|laxisme|accueil|mort|méditerranée|réchauffement climatique|migrant climatique|afrique|ordre|christianisme|ong|polémique|fake news|mensonge|exagération|esclavage|débat|impossible
FtrjUw5MHlA,ANNONCES DE MACRON : L'ARNAQUE DÉCRYPTÉE,2018-12-14T10:39:36Z,UC9hHeywcPBnLglqnQRaNShQ,236938,10271,1308,false,Entertainment,gilets jaunes|macron|annonces|smic|retraites|arnaque|censure|manipulation|complot|propagande|gouvernement|média|bfmtv|csg|macron démission|gilet jaune|27 novembre|8 décembre|1er décembre|15 décembre|champs-élysées|paris|blocage|grève|radar|80 km|impôts|taxe|baisse|hausse
IeJsgT1_hEw,FRANCE : VERS UNE NOUVELLE RÉVOLUTION ?,2018-12-07T12:29:41Z,UC9hHeywcPBnLglqnQRaNShQ,164467,9911,1371,true,Entertainment,gilets jaunes|8 décembre|paris|violences|répressions|policiers|censure|mort|blessé|incendie|gouvernement|macron|castaner|o'petit|schiappa|tatiana ventôse|gilet jaune|révolution|insurrection|désinformation|fake news|apl|retraité|marine le pen|mélenchon|mensonge|média|bfmtv|casseurs|lycéens|crs|manipulation|17 novembre
uJUfI7_3AYE,QUAND LES LOBBIES S'ATTAQUENT À NOTRE SANTÉ,2018-12-04T16:41:20Z,UC9hHeywcPBnLglqnQRaNShQ,52418,3825,358,true,Entertainment,implant files|implant|scandale|santé|hopital|agnès buzyn|ue|union européenne|parlement européen|affaire|lobby|lobbies|bruxelles|élise lucet|corruption|mort|malade|hanche|prothèse|pacemaker|implants|mensonge|ansm|docteur|chirurgien|corrompu|tatiana ventôse|le monde|opération|politiques|chirurgie esthétique|sein|plus gros|sécurité|cabinet|danger|seins
iP9SFRcEYDE,GILETS JAUNES : LA VÉRITÉ SUR LES CASSEURS,2018-11-29T21:44:57Z,UC9hHeywcPBnLglqnQRaNShQ,212633,10965,897,false,Entertainment,gilets jaunes|gilet jaune|casseur|24 novembre|1er décembre|manifestation|manipulation|censure|désinformation|fake news|macron|nicolas hulot|évasion fiscale|racket fiscal|violence|crs|police|mensonge|politique|champs-élysées|blocage|accident|explosion|matraquage|femmes|#noustoutes|#onestpret|écologie|transition|réchauffement|climat|censuré|caché|image|président|marine le pen|mélenchon|dupont aignan|tatiana ventôse|ultra|darmanin|impôt|taxe
tsF4KJkI6ZU,[ ANNONCE FAQ ] : POSEZ VOS QUESTIONS,2018-11-26T16:30:04Z,UC9hHeywcPBnLglqnQRaNShQ,7483,415,334,true,Entertainment,le fil d'actu
sVamKzQYgtI,GILETS JAUNES : DES BEAUFS POPULISTES ?,2018-11-22T20:53:18Z,UC9hHeywcPBnLglqnQRaNShQ,111923,5707,797,true,Entertainment,gilets jaunes|paris|concorde|24 novembre|17 novembre|censure|censuré|propagande|mensonge|complot|climat|onestprêt|écolo|taxes carburants|transfert|577 millions|dupont aignant|front nationale|marine le pen|mélenchon|diesel|violence|blessé|mort|caché|gouvernement|edouard philippe|taxe|impôt|france|macron|tatiana ventôse|bobo|parisien|usul|raptor|debout la france|essence|avion|pollution|24 nov|rendez-vous|accident|incident|champ de mars|manifestation|réchauffement
Pe-wMo5mKtI,17 NOVEMBRE / GILETS JAUNES : TOUT COMPRENDRE,2018-11-15T19:54:20Z,UC9hHeywcPBnLglqnQRaNShQ,118576,6345,1009,true,Entertainment,17 novembre|17 nov|blocage|incident|accident|mort|blessé|violence|grève|carburant|diesel|pollution|abus|police|crs|censure|danger|gouvernement|macron|yacht|taxe|impôt|france|français|de rugy|écologie|hausse|augmentation|gaz|essence|kérosène|avion|réchauffement climatique|climat|catastrophe|tatiana ventôse|onestprêt|il n'est pas trop tard|dupont aignan|front national|marine le pen|mélenchon|redevance télé|gilet jaune|pétrole|arabie saoudite|fn|debout la france
-b-GoCdfW7w,HAUSSE DES CARBURANTS : LE PRÉTEXTE ÉCOLO,2018-11-08T19:11:09Z,UC9hHeywcPBnLglqnQRaNShQ,76826,5720,813,true,Entertainment,17 novembre|diesel|hausse|carburants|écologie|nicolas hulot|macron|front national|fn|debout|dupont aignan|le pen|français|pollution|réchauffement climatique|taxes|impôts|redevance télé|tatiana ventôse|voiture|covoiturage|péage|carte grise|vélo|arnaque|colère|blocage|17|gilet jaune|grève|carte|rendez-vous|horaire|nombre|essence|tarif|prix|augmentation|gouvernement|cargo|avion|ryan air|low cost|arabie saoudite|pétrole|climat|jesuisprêt|ilestencoretemps
HQe4qojNmjA,SOUTENEZ LE FIL D'ACTU,2018-11-04T09:31:38Z,UC9hHeywcPBnLglqnQRaNShQ,11611,1465,100,true,Entertainment,Le fil d'actu|tatiana ventôse|l'équipe|tommy|yohann|émission|média|indépendant|scandale|benalla|sncf|contrats aidés|liberté d'expression|censure|article 13|neutralité du net|internet|article 11|journaliste|libre|presse|jité|jt|journal|fil d'actu|facebook|youtube|vidéo
yUOuf0F8KkU,"A LA RENCONTRE DES LANCEURS D'ALERTE LES 16, 17 ET 18 NOVEMBRE",2018-10-30T15:30:02Z,UC9hHeywcPBnLglqnQRaNShQ,14932,791,129,true,Entertainment,salon des lanceurs d'alerte|paris|la maison des métallos|irène frachon|antoine deltour|philippe pascot|lanceuses|lanceurs|CumEx|files|secret|des affaires|business|mensonge|état|gouvernement|macron|journaliste|liberté d'expression|karim ben ali|Florange|dédicace|rencontre|interview|conférence|UBS|procès|scandale|évasion fiscale|snowden
